Uniprot,Entrez_id
Q9H6Q4,64428
O95256,8807
P42772,1030
P01148,2796
P30968,2798
Q5T0N5,54874
O95336,25796
Q9UG01,26160
P01583,3552
Q9HAU4,64750
Q99640,9088
O95863,6615
Q9NRH3,27175
Q14126,1829
Q99959,5318
P56937,51478
O00585,6366
P32248,1236
P19883,10468
P08476,3624
O15230,3911
P07942,3912
Q96EU6,88745
Q9Y239,10392
O43353,8767
Q9NWQ8,55824
P41240,1445
P78549,4913
P27695,328
P05976,4632
P04908,3012
P04908,8335
Q9NQC7,1540
P10912,2690
P01241,2688
Q13085,31
P49327,2194
P62807,3017
P62807,8339
P62807,8343
P62807,8344
P62807,8346
P62807,8347
Q93077,8334
Q13608,5190
Q12836,57829
P21754,7784
P35227,7703
P78364,1911
Q8IXK0,1912
Q8WUH2,9392
Q8N8Q9,81614
Q495M9,124590
Q9NP77,29101
Q9H9S4,81617
Q96T88,29128
O14976,2580
Q99594,7005
Q6UB35,25902
Q14241,6924
O14544,9306
P48995,7220
Q96SN7,80228
Q6FI13,723790
Q6FI13,8337
P35414,187
A0A1W2PQS6,100529239
O75400,55660
O60331,23396
Q99575,10940
Q92918,11184
Q9UJU6,28988
P82921,54460
Q96AJ1,23059
Q14694,9100
Q13283,10146
P56211,10776
Q96GX5,84930
A2RU49,123688
Q8IUZ5,85007
P02649,348
P15813,912
O43586,9051
O15553,4210
P11277,6710
P35638,1649
P18848,468
Q96K17,91408
P78537,2647
Q96RI1,9971
P22680,1581
Q3ZCQ8,92609
Q9BVV7,29090
Q86SE9,84333
Q9NZ52,23163
P48775,6999
Q9ULT6,84133
Q6UXX9,340419
Q96B97,30011
Q9H3M9,92552
O75886,10254
Q14781,84733
Q15438,9267
Q8N6T3,55738
O15265,6314
Q14999,9820
O75147,23363
P15391,930
P20023,1380
P11912,973
Q9HCK5,192670
P35318,133
P68402,5049
Q9UHX1,22827
P78344,1982
P31689,3301
Q00613,3297
P20336,5864
Q14527,6596
Q92552,23107
O75093,6585
Q8NDX5,80012
P30556,185
A0AVF1,79989
P30793,2643
P30047,2644
Q96D46,51068
Q9H089,55341
Q9NPL8,51300
P35503,54659
P22310,54657
Q96LB4,127124
Q96AC1,10979
Q13761,864
P52798,1945
P12035,3850
O95396,27304
Q06643,4050
P36941,4055
Q9H5J8,79101
O43426,8867
P56159,2674
P20936,5921
Q9NY93,54606
O95239,24137
Q8N4V1,93380
P15151,5817
Q15762,10666
O95886,58512
Q86VW2,115557
Q96BD5,51317
Q9P0W2,10362
Q08881,3702
P12544,3001
Q9NSD7,51289
Q9HCU9,25855
P29374,5926
P04141,1437
P31371,2254
Q9UL33,51693
P78509,5649
Q14114,7804
Q9Y3F4,11171
Q96D71,85021
Q2M2I8,22848
Q8WTS1,51099
Q96AD5,57104
A0A0A6YYG9,100526693
P13631,5916
Q9NX63,54927
O60896,10268
Q9H3H5,1798
P01732,925
P10966,926
Q9H2X6,28996
Q15653,4793
P32245,4160
Q6ZW49,22976
Q9NSV4,81624
Q8NEZ3,57728
Q92985,3665
Q15080,4689
P09601,3162
O43623,6591
Q8NHL6,10859
Q9UNN5,11124
P08590,4634
P12883,4625
Q9H867,79609
P78552,3597
O00182,3965
Q8TDQ0,84868
P78330,5723
Q15437,10483
P30305,994
O75446,8819
P16298,5532
P24588,9495
Q9H8T0,64400
Q86VS8,84376
Q06055,517
P13995,10797
Q9Y6X2,10401
Q96BP2,118487
Q13569,6996
Q92844,10010
P51991,220988
O15444,6370
P51686,10803
Q13501,8878
P51798,1186
Q86WC4,28962
Q66GS9,9662
P11586,4522
O75461,1876
O15488,8908
Q96MT8,80254
Q92535,5279
Q9UBS0,6199
P02100,3046
P02008,3050
P01574,3456
P15924,1832
Q9BVA0,10300
O75449,11104
P23771,2625
Q9UL17,30009
O14640,1855
P27037,92
Q05513,5590
Q9BYG4,84552
Q5TEU4,79133
Q8IVP5,139341
O15550,7403
O14686,8085
O60814,85236
Q9Y5X3,27131
Q99700,6311
Q96KK5,85235
Q99878,8331
A5D8V6,55048
P19623,6723
Q969G6,55312
Q8NFF5,80308
Q92917,27238
O14836,23495
O15066,9371
Q92845,22920
P05997,1290
P98160,3339
P14543,4811
O43474,9314
Q9H9Z2,79727
Q8WY64,29116
O60502,10724
Q07325,4283
P01286,2691
Q02643,2692
P40222,200081
Q8TDR0,26146
Q13156,29935
Q86WT1,92104
Q9Y5S8,27035
P00491,4860
P40238,4352
P40225,7066
Q00266,4143
Q14627,3598
P11310,34
P42765,10449
Q5JSJ4,203522
Q9H0E9,10902
Q92990,11146
Q9BYE7,84108
Q6PI26,55164
P01111,4893
Q15018,23172
Q8N3C0,10973
Q96Q83,221120
P10746,7390
Q15126,10654
P52797,1944
P08134,389
O15400,8417
Q9UNK0,9482
Q9UBD3,6846
P46094,2829
P47992,6375
P63172,6993
O75051,5362
Q9NZJ0,51514
Q9Y3B9,51018
P12821,1636
Q99707,4548
Q9UBK8,4552
Q9P1W8,55423
P12109,1291
P12110,1292
O14782,3797
Q8IXQ6,83666
Q8TDB6,151636
P19105,10627
Q5T7P3,353132
Q5T7P2,353131
Q9Y6K1,1788
Q53GS7,2733
Q9BZV1,80700
O94888,26043
Q9BZL1,59286
Q96IJ6,29926
Q9Y5P6,29925
Q9H0S4,51202
O95749,9453
Q8N2W9,51588
P10916,4633
Q9Y2T1,8313
P22223,1001
P52294,3836
O60725,23463
Q9Y256,9986
Q7Z794,374454
O43278,6692
Q9Y5Y6,6768
O60678,10196
P27361,5595
O60437,5493
Q92817,2125
Q96N11,79034
P22314,7317
P37840,6622
Q9Y6H5,9627
Q9NQC3,57142
Q9BZR6,65078
Q05469,3991
O95433,10598
Q9BV57,55256
P18545,5148
P16499,5145
Q08334,3588
Q13794,5366
P86790,221960
P86790,51622
Q86VX9,84315
Q8WYJ6,1731
P48730,1453
Q9NS87,56992
Q5VWK5,149233
Q9NPF7,51561
Q86XT2,155382
P83369,134353
Q641Q2,387680
Q9Y566,50944
P61266,112755
Q92608,1794
P35908,3849
Q96IW7,26984
Q99731,6363
O15504,11097
P04070,5624
Q9UGU5,10042
P25024,3577
P18146,1958
P60763,5881
P29459,3592
P29460,3593
P08779,3868
Q8WTQ7,131890
Q15629,23471
Q8N511,147007
Q96NT0,84317
P15121,231
Q00796,6652
Q15768,1949
Q12929,2059
Q92738,9712
Q92692,5819
P24387,1393
P11234,5899
P04626,2064
P55199,8178
O00472,22936
Q9BRL7,9117
P15923,6929
P51809,6845
Q8NCA5,25940
P26012,3696
Q9H501,51575
Q9Y2Y0,23568
P14151,6402
P06733,2023
P24158,5657
P05164,4353
Q9NZW5,51678
Q8NFW8,55907
Q9NR45,54187
P07741,353
P63000,5879
Q9NVX2,54475
Q9H115,63908
Q9H6U8,79796
Q9BV10,79087
O75907,8694
Q96PD6,116255
O15197,2051
P29992,2767
Q9GZR7,57062
P32745,6753
Q7RTP0,123606
Q9Y4L1,10525
P84243,3020
P84243,3021
Q96DX5,140462
O43614,3062
O43612,3060
Q8N3J5,152926
Q16695,8290
Q5QNW6,440689
Q9NQ29,55692
Q9BQD3,79036
Q96GS4,54785
P35659,7913
Q9UPX8,22941
Q96KS0,112398
O43557,8740
O00258,7485
Q14164,9641
Q9Y312,25980
Q969R8,55846
Q9BQ67,83743
Q96G74,55593
Q92859,4756
O43542,7517
Q8WXE9,85439
Q9UEU0,10490
P08294,6649
P54710,486
Q96FW1,55611
Q5TCU3,7169
Q9P2N7,90293
P46939,7402
P12272,5744
P01270,5741
P46934,4734
O75604,9099
O75347,6902
P05155,710
Q6ZW61,166379
O75569,8575
Q5T215,100128327
P47736,5909
P61224,5908
P54105,1207
Q9Y2G2,22900
Q9H9Y2,80135
Q14677,9685
Q13492,8301
Q86WV1,8631
Q96AX9,142678
Q9Y219,3714
Q9BUB5,8569
P22307,6342
P35913,5158
P57054,51227
P12268,3615
Q9UD71,84152
P10828,7068
Q9H0A8,54939
Q495A1,201633
P19224,54578
Q16540,6150
P01225,2488
P23945,2492
P0C0L5,100293534
P0C0L5,721
P0C0L4,720
P0C0L4,721
Q9NSA2,3750
Q9UF33,285220
P29322,2046
P49918,1028
Q8WUM4,10015
P54840,2998
Q15013,9587
P08620,2249
P07550,154
Q8IZI9,282617
P04440,3115
P20036,3113
O95185,8633
Q9HC62,59343
Q8N3P4,23355
Q7Z7F7,128308
P31327,1373
O43236,5414
Q504Q3,9924
Q58A45,255967
Q9NYK1,51284
Q9Y616,11213
Q13464,6093
Q7Z628,10276
Q16512,5585
O75116,9475
Q9BST9,6242
Q9UMN6,9757
Q16644,7867
P25800,4004
P98155,7436
Q8TDQ7,132789
Q99719,5413
Q92599,23176
P58753,114609
O75874,3417
P13765,3112
Q15848,9370
Q96A54,51094
P47871,2642
Q13478,8809
P01258,796
Q9NRD5,9463
P42262,2891
P26232,1496
P49146,4887
Q9BZ29,23348
Q8TCU6,57580
O75914,5063
P46940,8826
O00571,1654
Q7Z4L5,79809
Q12879,2903
Q9Y4I1,4644
P51159,5873
Q8IVT5,8844
P29728,4939
P55089,7349
Q9H1I8,84164
Q8N9N2,51008
Q8WUX9,91782
Q2MV58,79600
Q9BPU9,80776
Q9BV73,11190
Q13202,1850
Q8NFA2,124056
Q86UR1,10811
Q9Y266,10726
P41002,899
Q92794,7994
P55201,7862
Q96JC9,85403
Q9NQC1,23338
Q9NRM1,10117
Q99217,265
P25106,57007
P09341,2919
Q13555,818
P50226,6799
P50225,6817
Q9NR31,56681
O75340,10016
P04075,226
Q9BPZ3,51247
Q8N612,84067
Q00005,5521
O76003,10539
Q01668,776
P14923,3728
Q96SF2,150160
A8K4G0,124599
P20916,4099
P23515,4974
Q5VTR2,56254
P49459,7319
Q96N76,131669
P42357,3034
Q06323,5720
Q9UL46,5721
Q09470,3736
Q96SN8,55755
Q04828,1645
P42330,8644
Q9NP70,258
P61006,4218
O94921,5218
Q8ND76,219771
Q14258,7706
Q02487,1824
O60841,9669
P09912,2537
O75096,4038
Q6ZVN8,148738
Q96CV9,10133
Q8WYP5,25909
Q9NUP9,55327
Q02410,320
P08195,6520
Q01650,8140
Q9Y5B8,29922
P58876,3017
Q9BT43,84265
P14138,1908
Q9H0D6,22803
O77932,1797
P17707,262
Q8IX07,161882
P42898,4524
Q6ZWJ1,252983
P43628,3804
Q5T2R2,23590
P51801,1188
Q8WZ55,7809
Q96MU8,83999
Q13077,7185
O14625,6373
Q9HAW9,54576
P22309,54658
O60656,54600
Q9HA47,83549
Q9ULD4,27154
Q9NS23,11186
Q14103,3184
P51160,5146
Q7L3T8,25973
Q01968,4952
Q8N4B1,144717
P28288,5825
Q9H2P9,51611
Q15904,537
Q8TEQ6,25929
Q5TA78,199834
Q5TCM9,254910
O00141,6446
Q8N157,54806
Q8IZT6,259266
P03928,4509
Q15399,7096
O60603,7097
P00387,1727
P00167,1528
P43243,9782
Q9NVN8,54552
P26038,4478
Q9HCM2,91584
Q9H2E6,57556
O95613,5116
Q9P2J3,55958
Q5VVQ6,55432
Q8NEZ4,58508
Q9UKT7,26224
P59780,10239
Q5T9L3,79971
P41221,7474
Q96BZ9,128637
P56704,89780
Q8WXF1,55269
Q9HAW8,54575
P53396,47
Q49B96,90639
Q8WUB8,55274
Q9Y446,11187
Q05639,1917
Q9BQE3,84790
Q02790,2288
P25098,156
Q6ZN44,90249
Q9H293,64806
Q9NP84,51330
O43508,407977
O43508,8742
Q7L1V2,22879
O75718,10491
P23284,5479
P08697,5345
Q9UQK1,5507
Q9Y4D7,23129
O15041,9723
Q9Y3A3,25843
O43815,6801
Q9NYK5,54148
Q96MD2,144577
Q9Y2U8,23592
P15407,8061
O43482,11339
Q86VX2,149951
O15527,4968
A2RRP1,51594
P02461,1281
Q15842,3764
P10153,6036
P12724,6037
Q9BQB4,50964
Q32P28,64175
O00253,181
Q969W0,171546
O15269,10558
P51884,4060
O43323,50846
Q9GZZ1,80218
Q14061,10063
P35346,6755
P61289,10197
P32302,643
O43927,10563
Q8IWV7,197131
Q8IVS2,27349
Q9Y6J6,9992
Q12809,3757
P30872,6751
P31391,6754
O14933,9246
Q8IVU3,55008
Q9NSP4,79019
Q9ULW3,29777
O00716,1871
O94805,51412
O60755,8484
P03952,3818
Q14397,2646
P35557,2645
P11047,3915
P54198,7290
Q9Y294,25842
Q12887,1352
Q7KZN9,1355
Q6IE81,79960
O95696,23774
O14556,26330
Q13487,6618
P30520,159
Q06187,695
O60239,9467
P56645,8863
P50148,2776
Q15025,10318
Q9P299,51226
Q9BZM4,79465
Q6UXH0,55908
Q9Y5C1,27329
P61244,4149
Q9C000,22861
Q9BRQ5,93129
Q8IXW5,79871
Q9NQG5,58490
Q9NRD8,50506
Q1HG44,405753
Q13459,4650
Q96CF2,92421
A0A0A6YYL6,100526842
P13805,7138
Q6PI98,125476
Q86Y91,146909
Q9Y584,29928
O95190,4947
Q6GQQ9,56957
Q6ZVD8,23035
P13473,3920
O14770,4212
O00470,4211
P29017,911
P29016,910
P49757,8650
P49758,9628
P00439,5053
P09417,5860
O95295,23557
O43592,11260
P00338,3939
P07195,3945
Q14789,2804
P13637,478
P54709,483
P12270,7175
Q03426,4598
P36896,91
Q9UK80,27005
O15091,9692
Q7L0Y3,54931
P01213,5173
P35372,4988
Q96PC3,130340
Q96BT7,91801
P40925,4190
P07948,4067
Q9C0C2,85456
P34741,6383
P13489,6050
P03950,283
Q14722,7881
P09693,917
P53677,10947
O00329,5293
P78317,6047
Q9UP52,7036
Q6PH85,55208
Q9H9L4,54934
Q9BVI0,51230
Q9NYZ3,51512
Q9UBS4,51726
Q969U7,56984
Q9Y6F6,10335
Q13976,5592
P08575,5788
P06737,5836
A5PLN9,80006
P17252,5578
Q96QE3,79915
P21359,4763
P10398,369
P40424,5087
P14653,3211
P11413,2539
Q7Z7H5,222068
P20711,1644
P07101,7054
Q9P2K1,57545
Q7Z4N8,283208
Q8IZQ8,93649
P11831,6722
Q8TCS8,87178
Q8IYB8,6832
O60641,9892
O75146,9026
Q16513,5586
O75962,7204
Q92888,9138
P19320,7412
Q15759,5600
Q96AT9,6120
Q9P0V9,151011
O60240,5346
Q86V24,79602
P12872,4295
O43193,2862
Q6UUV9,23373
P27487,1803
P23229,3655
A5LHX3,122706
P02787,7018
Q07869,5465
Q9UNG2,8995
Q9Y5U5,8784
Q92731,2100
Q9Y3R0,23426
Q96Q80,91319
O43613,3061
Q15306,3662
O95998,10068
P41968,4159
O94901,23353
P51684,1235
P78556,6364
Q9P286,57144
O43307,23229
P26374,1122
Q8WXI2,22866
P36507,5605
Q96BH1,64320
Q8TDH9,63915
Q9Y4H2,8660
P25325,4357
Q04759,5588
P61925,5569
Q13873,659
Q04771,90
A6NHC0,388743
P15514,374
Q9H160,3622
P19022,1000
Q9UIW2,5361
Q496F6,342510
Q2M3C7,80309
Q9NYA1,8877
P49588,16
P22830,2235
P23919,1841
Q9BRB3,9091
Q6PCT2,54620
P02042,3045
P01185,551
P37288,552
P69892,3048
P01563,3440
Q92930,51762
P15291,2683
P00709,3906
Q9Y6K5,4940
P26992,1271
P26441,1270
P51808,6990
Q9BSM1,84759
Q5DT21,643394
Q9Y337,25818
Q9UPY5,23657
Q05329,2572
P43626,3802
O43196,4439
Q99683,4217
Q06830,5052
P11226,4153
Q15485,2220
Q86Y82,23673
Q6PCD5,55159
Q9NXR8,54556
Q8IWV8,23304
Q9Y6A1,10585
Q8WZA1,55624
Q9UKY4,29954
Q15468,6491
O75150,9810
Q92837,10023
P18669,5223
P13929,2027
Q9Y483,22823
Q12882,1806
P11172,7372
P48146,2832
Q8N729,283869
Q9Y4G8,9693
O14746,7015
Q86YH6,57107
P20930,2312
P07476,3713
Q9H3S1,64218
Q8NCW5,128240
Q8IW45,55739
P19823,3698
P33897,215
Q9NYY1,50604
Q9UHF4,53832
P21796,7416
Q96PU8,9444
Q9H7P6,89853
O43541,4091
Q13467,7855
P57735,57111
Q9NZM5,29997
Q9Y2R2,26191
Q6NVY1,26275
O00189,9179
P15502,2006
P28300,4015
Q02747,2980
P25092,2984
P17735,6898
Q969V6,57591
Q9UBV4,51384
P08237,5213
P17858,5211
P51959,900
Q96E11,92399
Q969S9,84340
Q9Y2J2,23136
Q9BY67,23705
Q9UMD9,1308
Q03001,667
Q13724,7841
P10242,4602
Q03135,857
Q9Y5J3,23462
Q9Y664,11133
Q9HCJ0,57690
Q86WX3,91582
Q9Y2W7,30818
P11279,3916
P05154,5104
P16581,6401
P48145,2831
P14770,2815
Q5JTC6,139285
P49448,2747
P00367,2746
Q9C0K7,55437
Q9UKP6,2837
P03956,4312
Q9H237,64840
Q03431,5745
Q9H0I9,84076
O60701,7358
Q8NBZ7,80146
Q9NR80,50649
Q8TBB1,84708
Q03591,3078
Q99714,3028
O95271,8658
Q7Z7H8,124995
Q9Y5X5,10886
O15130,8620
Q9ULM3,55689
P07205,5232
Q9NPF0,51293
P20062,6948
P05408,6447
P16519,5126
F8W876,5648
Q15056,7458
Q6PIF2,256126
Q9BXU0,56158
Q96JJ3,63916
Q92673,6653
P17302,2697
Q07157,7082
P49675,6770
Q99650,9180
P13725,5008
P06865,3073
P07686,3074
P26842,939
P32970,970
P48645,10874
Q9GZQ4,56923
Q9NPH5,50507
P49840,2931
Q9BXF6,26056
Q07837,6519
P82251,11136
Q9UJQ4,57167
Q9Y572,11035
Q8NG08,92797
O95633,10272
P28562,1843
Q9UNN8,10544
Q9BY11,29993
Q9UKS6,29763
Q96GQ7,55661
P32121,409
Q99558,9020
O43933,5189
Q92685,10195
Q92613,9767
Q9NUS5,55317
Q2VPB7,91056
O43272,5625
P30038,8659
P22455,2264
P16619,414062
P16619,6349
P13667,9601
Q8IV16,338328
P06858,4023
Q96AH8,338382
Q13133,10062
O60237,4660
P32246,1230
A0A0A6YYJ8,100996928
Q96D03,115265
P02655,344
Q8TB45,64798
Q7L5Y6,55070
P46020,5255
O95149,10073
Q92610,9640
Q86U28,122961
Q01726,4157
Q9NY25,23601
Q96QF0,117177
Q13061,10345
Q12797,444
P40259,974
Q03164,4297
Q6KCM7,114789
Q9UPN9,51592
Q96LT9,55599
Q15696,8233
Q8WYL5,54434
P24311,1349
Q96FH0,729991
Q9BW85,55702
O95198,11275
Q8TF40,96459
Q8NFG4,201163
Q9Y2R5,51373
Q9H974,79691
Q9BXR0,81890
Q16656,4899
Q14028,1258
Q9ULU4,23613
Q8IYB4,51555
Q13319,8941
Q9HAW7,54577
Q9NY47,9254
Q9P246,57620
Q9NR96,54106
P16333,4690
Q9P1Y5,57662
Q6IQ23,144100
Q6P4F2,112812
Q9NSK0,89953
Q9ULR0,100534599
Q9ULR0,57461
P11216,5834
P11217,5837
P21781,2252
Q7Z3B3,284058
Q9HBX9,59350
P34949,4351
Q9UPM9,27077
Q16560,11066
Q6IEG0,154007
Q8N8D1,10081
P62736,59
P35749,4629
Q9NR97,51311
Q9Y4D1,23002
Q13017,394
Q9BY77,84271
Q8TDU9,339403
O00574,10663
Q9H2A7,58191
Q9ULV4,23603
Q9BR76,57175
Q9BW19,3833
Q6QNY0,388552
Q0JRZ9,115548
P98082,1601
Q9NP95,26281
Q8NFT6,80174
Q9H8E8,57325
P11717,3482
P49247,22934
Q9H3L0,27249
Q9Y4U1,25974
P16112,176
O75173,9507
Q9UNA0,11096
Q6ZRH7,57828
Q8NEC5,117144
P07988,6439
P11686,6440
Q9Y496,11127
Q8N1G0,57592
P48745,4856
Q9NQR1,387893
Q9UNN4,11036
P20393,9572
Q8TBK2,79918
P33032,4161
P40197,2814
Q8N2K1,118424
Q8TF05,9989
Q9Y2H0,22839
Q05586,2902
Q9P244,57622
Q8NFW9,25924
Q9NUV7,55304
Q8NFR3,165679
Q86SE8,10361
O75607,10360
Q15397,9933
Q9Y592,51134
Q96NL6,132320
Q9BV36,79083
Q6X4U4,25928
Q9H4D5,56000
P08949,4828
P28336,4829
Q9ULI3,57493
P51841,2986
Q9UBH0,26525
Q9NZH7,27177
Q8IZU3,50511
Q9BX26,10388
Q92529,53358
Q6P1M3,3993
O14578,11113
Q15058,9928
O75462,9244
Q9UBD9,23529
Q9Y2J0,22895
P17813,2022
Q9Y5K1,23626
Q96B01,10635
Q9HD40,51091
Q8IV42,118672
Q9BUU2,79091
O60870,22944
Q9BQG0,10514
Q969R5,83746
Q9NXG2,55623
P15018,3976
P68366,7277
O75521,10455
P42126,1632
Q9Y3C8,51506
P42892,1889
Q99543,27000
Q0VDF9,51182
Q96L58,126792
Q9UBV7,11285
O95551,51567
Q9BXJ7,81693
Q9Y3D2,22921
Q9UJ68,4482
Q7Z5R6,54518
Q15700,1740
Q9BSE5,79814
Q96A70,113451
Q99250,6326
Q9NY46,6328
Q07666,10657
O76064,9025
Q99062,1441
P09919,1440
Q69YI7,203245
Q5JZY3,284656
P10619,5476
P16278,2720
P08243,440
P50052,186
Q5JWF2,2778
Q05519,9295
Q93096,7803
P15169,1369
P22792,1370
P05093,1586
P14060,3283
Q86XK3,119392
Q1ZZU3,375757
O75940,10285
Q9BUR4,55135
Q15431,6847
P19525,5610
Q5TA82,353141
O14633,26239
P23490,4014
Q9UBP5,23493
Q7L592,55471
Q9BRX2,53918
P61019,5862
P10155,6738
P19474,6737
P82279,23418
P04792,3315
Q6UXL0,53833
O15228,8443
O00116,8540
O14511,9542
Q13255,2911
Q86YM7,9456
P10586,5792
Q13136,8500
O15270,9517
Q9UBX5,10516
Q96IV0,55768
Q9H0E3,79595
P32321,1635
Q9UMF0,7087
P00738,3240
Q6EEV6,387082
Q06546,2551
Q06547,2553
A6NIH7,84747
Q7Z494,27031
O15503,3638
P07305,3005
Q92522,8971
P62136,5499
Q9UL45,26258
Q8N0S2,93426
Q06413,4208
P22607,2261
Q9Y2T4,5522
P41594,2915
Q5HYK3,84274
Q99608,4692
P00746,1675
Q7Z412,55670
O94992,10614
P00505,2806
Q8N9T8,65095
P14618,5315
P25490,7528
Q63HR2,23371
Q96QB1,10395
P42830,6374
A6NK58,387787
P78536,6868
P35625,7078
P00325,125
P05091,217
Q9HB89,10316
Q9Y3Q3,23423
Q9P126,51266
Q86YL7,10630
O60271,9043
Q9UK58,57018
O95750,9965
P09471,2775
Q15256,5801
P12235,291
Q99075,1839
Q8WTS6,80854
Q9Y5X2,29886
Q13835,5317
Q02413,1828
O75937,22826
P13671,729
P01031,727
Q9UQ26,9699
O60706,10060
Q16671,269
P03971,268
Q8TEM1,23225
Q16877,5210
Q9NQ88,57103
P07585,1634
P33076,4261
Q71DI3,126961
Q71DI3,333932
Q71DI3,653604
Q5T6S3,26147
Q13795,10139
Q8N2H4,90196
P40305,3429
P61962,10238
Q9Y463,9149
Q96PD7,84649
Q9UPT9,23326
O14841,26873
O75223,79017
Q8IYM1,124404
Q9NVA2,55752
Q92784,8110
Q86YW7,122876
Q96T91,170589
Q86X55,10498
P02654,341
P56279,8115
O60343,9882
P02549,6708
O14756,8630
P14649,140465
Q96N28,10650
Q8ND56,26065
Q9NRA8,56478
Q8WXX7,26053
O75843,8906
Q14896,4607
Q96FJ0,57559
O14492,10603
P41145,4986
P41143,4985
Q8N6H7,84364
P50454,871
Q96A83,136227
Q86XR7,100302736
Q86XR7,353376
O14862,9447
Q9UDW3,55954
Q8IYT8,9706
Q92598,10808
P34981,7201
P20396,7200
Q9Y698,10369
Q969P5,114907
Q969Q1,84676
Q9H1B4,55998
Q9H446,51389
P55039,1819
P17812,1503
P36959,2766
P10636,4137
O15315,5890
Q9BWV1,91653
Q16829,1849
O95292,9217
P01009,5265
P01023,2
Q15833,6813
Q99706,3805
Q9UKI8,9874
Q9NVP2,55723
Q5QJE6,30836
Q9NR30,9188
Q99615,7266
Q15785,10953
Q9Y6I3,29924
Q99873,3276
P04090,6019
Q96Q89,9585
Q12906,3609
Q12905,3608
P40200,10225
Q92974,9181
Q9NS73,51562
P43629,3811
P16070,960
P10451,6696
Q8IWL2,653509
Q9Y2D1,22809
P80217,3430
P01210,5179
Q9NVZ3,55707
Q9NXB0,54903
O14974,4659
P55268,3913
Q16566,814
Q7Z3C6,79065
P52788,6611
A1L190,644186
P85299,55615
Q5JSS6,644890
Q8N0X2,79582
P13535,4626
Q8WW38,23414
Q8NBM4,337867
Q02045,4636
Q8TCY5,56246
Q9ULH4,57497
P24386,1121
P0C0P6,594857
P26006,3675
Q9H903,441024
Q9NQ94,29974
P41238,339
P20700,4001
O95630,10617
Q9Y234,51601
P0DML3,1442
P0DML3,1443
P0DML2,1442
Q6WBX8,144715
Q15118,5163
Q9Y5X1,51429
P50570,1785
Q8IW19,200558
Q8WYB5,23522
Q6Y1H2,201562
Q9NZ01,9524
Q9NYM9,51272
P35240,4771
Q8IYU8,221154
O15524,8651
P46597,438
Q16613,15
Q9H2K0,219402
P21817,6261
Q99962,6456
Q99963,6457
Q8IUD6,84282
Q9H040,83932
P05060,1114
P13521,7857
Q969F2,85409
Q9H772,64388
Q99633,8559
Q09666,79026
Q9UJM3,54206
Q9BUE6,81689
Q9UL15,9529
Q15691,22919
Q9UPY8,22924
Q9H814,51808
O00257,8535
Q9HC52,57332
Q9NUD9,55650
Q96SB4,6732
Q15814,6903
O75164,9682
Q8IWL1,729238
Q9UEE9,10428
Q9Y6C5,8643
O95208,22905
Q9H257,64170
Q5NUL3,338557
O14842,2864
Q13956,5149
P51800,1187
P15336,1386
Q9BQI5,84251
Q9Y3V2,25950
Q9H0E2,54472
Q8NG41,256933
P51805,55558
O60506,10492
Q9Y4P8,26100
P49591,6301
P06753,7170
Q96J84,55243
P07996,7057
Q9BUA6,93408
P48443,6258
P55055,7376
P61296,9464
Q5VWQ8,153090
O95155,10277
Q96E93,10219
P35228,4843
Q96RR4,10645
Q99426,1155
P36405,403
Q9UKA1,26234
P48200,3658
O94856,23114
Q12955,288
P78357,8506
P22891,8858
Q9UK55,51156
P48594,6318
P29508,6317
O43463,6839
Q96HY7,55526
Q8WWZ3,128178
Q9UNE0,10913
Q99835,6608
Q12866,10461
Q99572,5027
Q96RD7,24145
Q13219,5069
Q9NRM6,55540
Q9UKB1,23291
Q9H9S5,79147
O75072,2218
O75971,10302
Q99985,10512
Q9UBQ7,9380
P21549,189
Q13127,5978
P20340,5870
Q8IWJ2,9648
O43766,11019
P35236,5778
P04196,3273
Q96IY4,1361
Q9BRU9,84294
P62258,7531
Q96ST8,84902
Q14449,2888
Q13323,638
Q8NI77,81930
Q9HC29,64127
A5PKW4,5662
P09486,6678
Q9UQL6,10014
O00221,4794
Q9UP38,8321
O43555,2797
Q96PE7,84693
P49190,5746
Q96A98,113091
Q9H221,64241
Q9H222,64240
Q7Z2Z2,79631
Q9Y3A5,51119
P06746,5423
P46663,623
P04180,3931
Q08554,1823
P28908,943
P32971,944
P15173,4656
O75882,8455
O60291,23295
Q9UMX6,2979
P35080,5217
P09683,6343
P47872,6344
Q8N142,122622
P16885,5336
P0C0S8,8329
P0C0S8,8330
P0C0S8,8332
P0C0S8,8336
P0C0S8,8969
O43299,9907
O00499,274
Q92796,1741
Q9BWD1,39
P24752,38
Q9NP81,54938
Q12829,10966
Q96S21,57799
O95476,23399
Q9Y281,1073
P56182,8568
Q13233,4214
Q9Y4G6,83660
Q8IUZ0,54839
Q6ZTW0,91978
P06126,909
P62380,9519
O60346,23239
P51148,5878
Q6Q788,116519
Q13451,2289
P16615,488
Q93084,489
O14983,487
Q16621,4778
O15525,4097
O00305,785
O00555,773
Q96JB5,80279
O94874,23376
O43852,813
P29350,5777
Q9H6Z9,112399
P53671,3985
O00451,2675
Q99748,4902
Q8IX03,23286
O95394,5238
Q16222,6675
Q13542,1979
Q15119,5164
Q9BX63,83990
P26440,3712
Q8IWT0,339487
P18507,2566
P14867,2554
P45985,6416
P55075,2253
P54277,5378
Q96HI0,205564
P55347,5316
Q01813,5214
Q03519,6891
