Uniprot,Entrez_id
P04271,6285
Q9BXM7,65018
O60260,5071
P36897,7046
P10600,7043
P20042,8894
P41091,1968
Q8IZL8,27043
Q8TEW0,56288
P41743,5584
P02745,712
P02746,713
P02747,714
P29323,2048
P52803,1946
Q9Y3A2,51118
O75691,27340
Q9NRG0,54108
Q9Y697,9054
Q9H1K1,23479
Q9ULK4,9439
Q71SY5,81857
Q9Y2X0,10025
Q9NX70,55588
Q96HR3,90390
Q9P086,400569
Q6P2C8,9442
Q96G25,112950
Q71F56,23389
Q9H944,9477
Q96RN5,51586
Q9NPJ6,29079
Q9NVC6,9440
Q9Y3C7,51003
O00206,7099
Q9Y6Y9,23643
Q8NG31,57082
Q9NZC9,50485
Q9HAW4,63967
Q14191,7486
O95402,9441
Q9Y3C6,51645
Q13330,9112
Q96BW1,139596
Q9BZX2,7371
O60493,8724
P00558,5230
P21452,6865
P20366,6863
P61764,6812
Q16623,6804
P50750,1025
Q9UHB7,27125
O60583,905
O60563,904
H3BLT4,332
Q12874,10946
Q15459,10291
P46527,1027
P33240,1478
O60220,1678
P00749,5328
Q03405,5329
P05121,5054
Q14055,1298
P20849,1297
Q13813,6709
Q01082,6711
P31431,6385
O00560,6386
Q5SRE5,23511
Q13309,6502
Q02224,1062
Q9UKT4,26271
P00966,445
P04424,435
P00480,5009
Q9NPF5,55929
Q15906,6944
O95619,8089
P29965,959
Q99661,11004
Q9UKN8,9329
Q9Y5Q8,9328
Q13084,10573
Q96S44,112858
Q9Y3C4,51002
Q9NPF4,55644
Q969F1,112495
Q12789,2975
Q9Y5Q9,9330
Q9Y6Q9,8202
O14879,3437
P09914,3434
Q9Y3D9,51649
Q10713,23203
O75439,9512
P18031,5770
P08069,3480
P08238,3326
P31948,10963
Q13435,10992
Q86TJ2,93624
Q9BQ48,64981
P54646,5563
O43741,5565
Q9Y478,5564
P18847,467
P01100,2353
P98170,331
Q14790,841
P42574,836
Q8N3R9,64398
O14662,8675
Q92643,10026
O43292,8733
Q96S52,94005
Q969N2,51604
Q9H490,128869
Q9UDY8,10892
P30989,4923
P30990,4922
P41208,1069
Q01831,7508
Q15738,50814
Q15800,6307
P48507,2730
P48506,2729
Q9Y297,8945
O00186,6814
Q12846,6810
P08151,2735
Q7Z6J8,90025
Q99766,27109
O75964,10632
Q9UHI6,11218
Q9Y6B7,10717
Q9UPM8,23431
Q9NPE3,55505
Q9NX24,55651
Q9NY12,54433
P19256,965
P06729,914
Q15750,10454
P55210,840
Q9P032,29078
Q9BU61,25915
Q16778,8349
Q16777,8338
Q9Y3E2,51027
Q53S33,388962
Q9NRW7,11311
Q9H1K0,64145
Q9H0R6,55278
O75879,5188
Q9UGP8,11231
Q99442,7095
Q92620,9785
Q9H0U6,29074
P60903,6281
P07355,302
P06702,6280
P05109,6279
P20827,1942
P29317,1969
Q9H3S5,93183
Q8TBF5,54965
P40855,5824
P56589,8504
O14579,11316
P02652,336
P02647,335
P18850,22926
P11021,3309
Q9H2G9,8548
Q9H8Y8,26003
P01008,462
P00734,2147
P00740,2158
Q9NP79,51534
Q9NZZ3,51510
Q96GA3,84946
Q2NL82,55720
Q9BVS4,55781
Q15427,10262
Q9Y3B4,51639
P19878,4688
P14598,653361
O95931,23492
Q9GZS3,80349
Q8N7H5,54623
P01024,718
O15151,4194
Q9BYC9,55052
Q96DV4,64978
P49454,1063
P14868,1615
P01019,183
P00797,5972
P49802,6000
O15229,8564
Q16719,8942
Q9UQ84,9156
P51530,1763
P43246,4436
Q9NZN8,4848
Q14209,1870
P06400,5925
Q14457,8678
Q99570,30849
Q9P2Y5,7405
Q8NEB9,5289
Q6ZNE5,22863
P03901,4539
P03923,4541
P00414,4514
P00846,4508
P00395,4512
Q14683,8243
Q29RF7,23244
Q7Z5K2,23063
Q6KC79,25836
Q5FWF5,114799
Q8N3U4,10735
Q9HCE7,57154
P07766,916
P04234,915
Q15382,6009
P99999,54205
Q8TBC4,9039
Q13564,8883
P61081,9040
P31350,6241
P23921,6240
P61221,6059
Q9UBB5,8932
P38606,523
O95782,160
Q8TAT6,55666
Q92890,7353
Q96CS3,23197
Q9BUN8,79139
Q9GZP9,51009
O60673,5980
Q9UBZ9,51455
Q9UI95,10459
A6H8Y1,55814
Q9HAW0,55290
P61964,11091
Q9UBL3,9070
P25445,355
P55957,637
Q13158,8772
Q92851,843
O14763,8795
P55212,839
O00220,8797
Q9P0U1,54543
Q9NS69,56993
Q5T200,23091
Q99259,2571
Q9H598,140679
P54760,2050
Q15021,9918
O95347,10592
Q15003,23397
Q14657,8270
P23246,6421
Q15233,4841
P28328,5828
O14798,8794
P50591,8743
P05362,3383
Q13151,10949
Q9NY27,151987
Q92968,5194
Q14204,1778
Q9Y6G9,51143
O43237,1783
Q9BYM8,10616
Q9P000,29099
O15519,8837
Q92956,8764
Q7Z6A9,151888
Q7L804,22841
P62491,8766
O14617,8943
Q9Y2T2,26985
Q92572,1176
O00203,8546
P40692,4292
Q9H0Y0,83734
Q9H0R8,23710
P60520,11345
Q02078,4205
Q09472,2033
Q13131,5562
P54619,5571
Q9C005,84661
P22059,5007
Q01094,1869
Q8N684,79869
O43809,11051
P35221,1495
Q9UJU2,51176
O15169,8312
P25054,324
O00512,607
Q16552,3605
Q96F46,23765
Q14195,1809
Q16555,1808
Q9HCC0,64087
Q96RQ3,56922
O94782,7398
Q9UIG0,9031
O60264,8467
Q6MZP7,132660
P19429,7137
P68371,10383
P68363,10376
Q05397,5747
Q06124,5781
P35568,3667
Q13480,2549
Q13324,1395
Q96LD8,123228
Q6PJI9,79726
P58004,83667
P07437,203068
Q13277,6809
Q16537,5529
Q5TBB1,79621
Q8TDP1,84153
O75792,10535
P29320,2042
A0JLT2,219541
Q96DZ1,27248
P02679,2266
P02671,2243
P02675,2244
Q71U36,7846
P63241,1984
P49366,1725
Q7RTN6,92335
Q15831,6794
P61599,51126
Q14CX7,80018
P36957,1743
Q02218,4967
P09622,1738
Q16543,11140
Q15835,6011
Q9Y2D4,23233
P68871,3043
P69905,3039
P69905,3040
P84022,4088
O95405,9372
Q96EY9,113179
Q7Z6V5,134637
Q9H0L4,23283
Q13635,5727
Q15465,6469
P42081,942
P16410,1493
Q86SX6,51218
Q9UBU8,10933
Q96QT6,57649
Q9BVK6,54732
P49755,10972
Q15363,10959
P27449,527
P61421,9114
Q8N8Y2,245972
P54764,2043
P50748,9735
O43264,9183
P07237,5034
P27797,811
O94973,161
P09603,1435
P07333,1436
Q7Z6J9,283989
Q9NV31,55272
Q96GG9,54165
P63208,6500
Q13242,8683
Q9NZL9,27430
P31153,4144
P62714,5516
P14625,7184
Q15149,5339
P16144,3691
P48431,6657
Q01860,5460
Q01581,3157
P04035,3156
P56282,5427
Q8WVB6,63922
Q8WYH8,84289
O95251,11143
Q9Y3A4,27341
P30101,2923
Q9Y285,2193
Q9NSD9,10056
Q8IX90,221150
Q96BD8,220134
O14744,10419
Q9BQA1,79084
Q96ST2,55677
P21953,594
P12694,593
Q15075,8411
Q9BUL9,54913
O75817,10248
Q8NFJ9,582
Q8N3I7,129880
Q96RK4,585
Q9BXC9,583
Q3SYG4,27241
Q96FZ7,79643
P08581,4233
P14210,3082
Q96E14,116028
Q9Y490,7094
Q05048,1477
P51003,10914
O15534,5187
P60880,6616
Q96LW4,201973
Q9UH77,26249
Q92556,9844
Q14185,1793
P49765,7423
Q9NVI1,55215
Q9BXW9,2177
Q92621,23165
O75694,9631
Q86TB9,219988
Q8IY92,84464
Q92831,8850
O75317,219333
P29803,5161
O00330,8050
O94855,9871
P17275,3726
P17535,3727
Q9P2W9,53407
Q9NZ43,55850
O95400,10421
Q96A05,90423
Q8NEY4,245973
P33681,941
P49356,100529261
P49356,2342
P34932,3308
P05019,3479
P08833,3484
P22692,3487
P24593,3488
Q02750,5604
P15056,673
Q9Y3Y4,26108
Q92466,1643
O75496,51053
Q7LG56,50484
Q9ULW0,22974
Q16630,11052
O76031,10845
Q16740,8192
Q9NYB0,54386
Q15554,7014
P51553,3421
Q4G0F5,112936
O94913,51585
P49815,7249
Q5SXM2,6621
P08123,1278
P02452,1277
O43615,10469
Q9HAV7,80273
Q02108,2982
Q02153,2983
Q15645,9319
Q8IWZ6,55212
P17542,6886
O95249,9527
O15498,10652
Q53EL6,27250
Q9NZI8,10642
O00425,10643
P10721,3815
P21583,4254
Q9UGJ0,51422
P37231,5468
Q15796,4087
Q9ULV0,4645
O94826,9868
Q8WXD5,79833
Q9H840,79760
O43921,1943
Q969H0,55294
Q08945,6749
P54274,7013
P01133,1950
Q9BQ95,51295
Q9Y375,51103
O60828,10084
P13645,3858
P04264,3848
Q00987,4193
Q9NWA0,55090
P51531,6595
P54278,5395
P42773,1031
Q13488,10312
O14786,8829
Q14563,10371
P63146,7320
P20585,4437
Q9UNL2,6747
P43307,6745
Q14145,9817
Q9Y2I7,200576
Q08AM6,55697
Q92562,9896
P56962,55014
O95721,9342
Q9P2K8,440275
Q9UQN3,25978
P16109,6403
Q14242,6404
Q13489,330
P16035,7077
P08253,4313
O75154,9727
O75822,8669
P09619,5159
P19174,5335
Q9Y3I0,51493
P21579,6857
Q9H9S0,79923
P12074,1337
Q6NUQ1,60561
Q9C0J9,79365
O43402,10328
P55010,1983
P01588,2056
P19235,2057
P13647,3852
P02533,3861
Q15398,9787
A6NGB9,644150
P04114,338
P02656,345
P11233,5898
P04406,2597
P19838,4790
P00750,5327
P30566,158
P53365,23647
P40616,400
O15111,1147
P41586,117
P18509,116
P46087,4839
P49407,408
O95072,9985
Q8TAM2,123016
O00422,10284
P11362,2260
Q9BXP5,51593
Q6NZ67,80097
P30622,6249
P28347,7003
O60462,8828
Q969M7,140739
Q8IWE4,123879
Q9BY50,90701
P61009,60559
O14543,9021
Q9NXE8,54883
Q13490,329
Q9NR28,56616
Q9H4L4,26168
O14977,51582
O95479,9563
P52209,5226
K7EIY8,125476
Q9C086,83444
Q9H6T3,79657
Q14653,3661
P48553,7109
Q86US8,23293
Q9BY43,29082
O15273,8557
P54725,5886
O43681,439
Q7L5D6,51608
Q96C23,130589
Q9Y6Q6,8792
O95059,11102
O75818,10799
O15446,10849
O14950,103910
O14950,10627
P60660,4637
P35579,4627
P54920,8775
Q68DV7,54894
Q2MKA7,284654
Q9UK05,2658
P37023,94
Q13772,8031
Q68DK7,339287
Q9H7Z6,84148
Q9HCI7,55167
Q9UNA4,11201
Q8WWW0,83593
Q9UQ35,23524
Q8NAV1,84950
Q9NWU1,54995
Q9NX74,54920
P17693,3135
P30511,3134
Q12778,2308
Q9Y4C0,9369
Q8N2Q7,22871
O43390,10236
P84090,2079
Q8TCC3,51263
O43715,51499
Q9Y255,27166
Q92994,2972
O15078,80184
Q15051,9657
O14910,8825
O14936,8573
Q8WU20,10818
P04179,6648
P00441,6647
P04040,847
Q15404,6251
Q15102,5050
O75182,23309
P35609,88
Q9GZX6,50616
Q8N6P7,58985
P15374,7347
P51668,7321
Q93009,7874
P0CG47,7314
P45974,8078
P49427,997
Q6VMQ6,55729
Q15047,9869
Q8IWX8,10523
Q15813,6905
Q9BTW9,6904
Q9HB75,55367
O94927,23354
P00736,715
P09871,716
Q7Z4G4,60487
P27540,405
Q9H4B6,60485
Q9H9G7,192669
P78406,8480
Q8N140,493861
Q9GZV5,25937
P16104,3014
Q14676,9656
P29466,834
Q14116,3606
Q9UPY6,10810
Q99933,573
O75061,9829
P29597,7297
P17181,3454
Q92769,3066
Q13188,6788
Q8IV48,90459
Q14493,7884
O75394,9553
P51659,3295
P09110,30
O75094,6586
Q9NS61,30819
Q9UK17,3752
P49915,8833
P20839,3614
P19793,6256
P10276,5914
O60826,28952
O15042,23350
Q14738,5528
Q9UIC8,51451
Q9Y570,51400
P78318,3476
Q15172,5525
Q15173,5526
Q9BYN8,64949
Q8N5N7,54534
Q14CW9,56970
Q96BN2,117143
Q30201,3077
P02786,7037
O75348,9550
Q9Y487,23545
Q9HCK4,6092
Q13247,6431
P00751,629
Q08379,2801
Q9BQQ3,64689
P12757,6498
Q13485,4089
Q13951,865
Q01196,861
Q12840,3798
P33176,3799
Q9NZ32,55860
P23560,627
P26927,4485
Q04912,4486
Q8N423,10288
Q9BTM9,81605
P22301,3586
Q13651,3587
Q15042,22930
Q9H2M9,25782
P35573,178
Q9BRA0,84316
O96008,10452
O15520,2255
P09038,2247
P39905,2668
P07949,5979
P42025,10120
P55196,4301
Q12967,5900
P48736,5294
Q8TDN6,55299
Q9BYG3,84365
Q9NXX6,54780
Q5UCC4,284361
P30291,7465
Q9BYX4,64135
Q9NRY4,2909
Q5H9L4,54457
P04150,2908
Q9BU89,83475
Q14186,7027
Q6ZMJ4,146433
Q8WXF3,117579
Q9Y5Q6,10022
P20783,4908
Q16288,4916
Q9UGI9,53632
Q9BXY0,84549
Q92925,6603
Q6STE5,6604
P31150,2664
P62820,5861
P02765,197
P02768,213
Q8WY41,340719
Q8TB72,23369
Q9Y4B6,9730
Q9ULB1,9378
Q9P2S2,9379
O00628,5191
Q9HBI0,64098
Q8N2C7,285175
Q9P2D8,57578
Q8IZF0,259232
Q9P0U4,30827
O15047,9739
Q6VAB6,283455
O95644,4772
Q6UXI9,255743
P53708,8516
P43146,1630
O95631,9423
Q96I25,84991
Q15120,5165
Q9Y2U5,10746
Q13163,5607
P61073,7852
P48061,6387
P01584,3553
P18510,3557
Q8N4P2,150737
Q9Y366,51098
P13533,4624
P19237,7135
P31321,5575
P22612,5568
Q9UH99,25777
Q8NF91,23345
Q8WXH0,23224
Q14978,9221
P12018,7441
P15814,3543
Q9NZ94,54413
Q9NPD8,29089
Q02297,3084
Q15303,2066
Q99743,4862
Q07912,10188
Q15811,6453
Q9BYG5,84612
Q07960,392
Q9NPB6,50855
Q9UQM7,815
Q9BQE4,55829
P32929,1491
P54762,2047
Q9BQ51,80380
Q14534,6713
Q2NKJ3,80169
Q9BVC5,79074
Q9NXR1,54820
Q9BV81,83460
Q13409,1781
Q16236,4780
P49674,102800317
P49674,1454
Q9UNL4,51147
Q9HAF1,64769
P06307,885
P32239,887
Q0PNE2,54859
P17655,824
P35225,3596
Q30154,3127
P62140,5500
P36873,5501
Q8WWL7,85417
Q8NFD5,57492
Q05195,4084
Q9Y2X7,28964
Q14155,8874
Q9UQB9,6795
Q9NPI1,29117
Q8IY37,57647
Q6FI81,57019
Q9UHB4,27158
Q02641,782
P54289,781
O43663,9055
Q07820,4170
P10644,5573
P17612,5566
Q96B36,84335
P41250,2617
Q8IZD4,196513
Q8IZH2,54464
Q9HCE5,57721
Q86U44,56339
O43148,8731
Q9BTL3,83640
Q9Y221,51388
Q13241,3824
Q9BSC4,79954
P42224,6772
P40763,6774
Q9NX08,54951
P17936,3486
Q6UX04,10283
Q13352,23421
Q71F23,79682
Q99871,55559
Q9NVX0,55142
Q9BT25,93323
Q9H6D7,54930
P37287,5277
Q14442,5283
Q12873,1107
Q13885,7280
O75554,11193
P41226,7318
Q9BXB1,55366
O60500,4868
Q9NP85,7827
Q9UJA3,84515
Q6NW40,285704
Q9H2X0,8646
P04839,1536
P12755,6497
O75787,10159
O15350,7161
Q9HAP6,64130
Q9Y2Z0,10910
Q92783,8027
O14964,9146
Q96EY5,93343
P07204,7056
O43597,10253
Q9UBI1,23412
Q9H4M3,93611
O60231,8449
P46379,7917
P11441,8266
Q9Y275,10673
Q02223,608
Q14161,9815
P01920,3119
O95477,19
P28702,6257
Q92506,7923
Q8N4T8,84869
Q16611,578
P31785,3561
P14784,3560
Q9ULD0,55753
O94907,22943
O75581,4040
P06396,2934
P68133,58
O15294,8473
P51610,3054
P54577,8565
Q9H2F5,80314
Q9NWB7,55081
Q9UNP9,10450
Q9NYV6,54700
P00519,25
Q13905,2889
P46108,1398
Q8WUA4,2976
P12644,652
P42566,2060
Q15366,5094
Q53GS9,10713
Q15365,5093
Q00839,3192
P35637,2521
P17844,1655
P02753,5950
P02766,7276
Q86TS9,122704
O95970,9211
Q9P0K1,53616
Q9ULC4,28985
O43583,8562
P53779,5602
P22694,5567
P31323,5577
P13861,5576
P11182,1629
P14406,1347
Q00653,4791
Q01201,5971
Q9NRP7,27148
P50402,2010
O75531,8815
P33981,7272
P62834,5906
P57678,50628
Q9Y587,11154
Q9H816,64858
P08138,4804
Q9NQB0,6934
Q15375,2045
Q16401,5711
Q5T753,353135
Q5T752,353134
Q15121,8682
O95563,25874
Q9Y5U8,51660
P12259,2153
P48023,356
Q96F63,90324
P15311,7430
O14745,9368
Q15388,9804
Q9H0A0,55226
O75935,11258
P20963,919
P43403,7535
Q56NI9,157570
Q4U2R6,51258
Q12772,6721
Q12770,22937
O75717,11169
Q9NRL2,11177
Q15746,4638
P0DP23,801
P0DP23,805
P0DP23,808
P00451,2157
P04275,7450
Q9BW61,79016
Q9Y4A5,8295
Q92993,10524
P26358,1786
Q9UBC3,1789
P37173,7048
P54727,5887
Q7Z5G4,51125
Q9Y397,51114
P07737,5216
Q15052,9459
Q14654,3767
Q09428,6833
P09429,3146
P26583,3148
Q9Y324,51077
P48551,3455
P53992,9632
O14931,259197
Q68D85,374383
Q13625,7159
P45379,7139
Q15435,5510
Q13404,387522
Q13404,7335
Q15573,9015
Q53T94,9014
P04004,7448
O75791,9402
Q13094,3937
Q9Y388,51634
Q9BRD0,84811
Q9HBE5,50615
Q9HBE4,59067
P06239,3932
P01730,920
Q96PD4,112744
Q13509,10381
Q99653,11261
P19634,6548
P35243,5957
Q2NKX8,54821
P43694,2626
P52952,1482
Q8IZJ1,219699
P52815,6182
Q15907,9230
Q9H0U4,81876
Q8WVK7,348235
P54753,2049
P48735,3418
Q14393,2621
P30530,558
P48357,3953
P41159,3952
P01127,5155
O43603,8811
P22466,51083
P10244,4605
Q9BQ83,548593
Q9BQ83,79008
Q9H900,55055
Q99593,6910
Q15942,7791
P27824,821
Q13099,8100
P43897,10102
P25116,2149
P25103,6869
Q8TF74,147179
Q15642,9322
Q969L4,84967
Q9NZ09,51271
P19338,4691
P06748,4869
Q96EL2,64951
Q9Y3T9,26155
Q03701,10153
P51571,6748
Q9UNE7,10273
Q96ES7,112869
Q96BN8,90268
Q9NVR0,55175
Q9P2L0,57539
P15529,4179
Q9P2H3,57560
Q8N5Y2,10943
Q9HCU8,57804
Q8NFH5,129401
Q8IWL3,150274
Q99986,7443
Q96EH5,116832
P00747,5340
P05546,3053
Q9BZG8,1801
Q9BXV9,84520
P16871,3575
P13232,3574
O14810,10815
Q8NFZ4,57555
O14593,8625
P48382,5993
O95665,23620
P18065,3485
Q07812,581
O95670,534
Q96NA2,83547
P51149,7879
Q99798,50
P62330,382
O43739,9265
Q9UFC0,222229
Q96QV1,64399
Q96QV6,221613
Q96A08,255626
Q8IUC6,148022
Q9H9E1,57763
P56524,9759
P40933,3600
Q6UXN9,80335
Q9NQ48,54585
Q9GZV4,56648
P43308,6746
P01135,7039
P46952,23498
O15155,10282
P04628,7471
Q93050,535
O00287,5994
P42338,5291
O00459,5296
P32754,3242
Q93099,3081
P18564,3694
Q9Y6X3,23383
Q8IVH4,166785
P22033,4594
Q16828,1848
P01116,3845
O14944,2069
Q96HR8,92345
P05108,1583
P55081,4236
Q9Y4R8,9894
P15408,2355
P36551,1371
P06132,7389
O15457,4438
Q9BQC3,1802
O75916,8787
Q9NWS0,55011
O75326,8482
O60486,10154
Q9UBT6,51426
Q9Y5J6,26515
Q9BQI3,27102
P15153,5880
P52566,397
Q15311,10928
Q9GZY0,56001
Q9GZY0,728343
Q9NPJ8,55916
Q9Y5B0,9150
P09326,962
Q9BZW8,51744
Q9UHF0,6866
P29371,6870
Q5SW96,26119
P33778,3018
Q9BTM1,55766
P13236,388372
P13236,6351
P21580,7128
O14508,8835
P37268,2222
P14324,2224
P20292,241
P09917,240
Q16181,989
Q00610,1213
P09497,1212
P09496,1211
Q6PGQ7,79866
Q9Y3M2,25776
Q15562,8463
P54252,4287
Q9UJ98,10734
Q9NY61,26574
P23527,8348
Q71UI9,94239
Q13224,2904
Q96FJ2,140735
P63167,8655
P06899,8970
P0C0S5,3015
Q9NPJ4,55629
Q16836,3033
P30084,1892
Q8TCX1,51626
Q8NCM8,79659
Q13217,5611
Q15084,10130
P35226,100532731
P35226,648
Q6P5R6,200916
P49771,2323
P36888,2322
Q96NC0,153527
O96013,10298
P48546,2696
P09681,2695
O75771,5892
O43502,5889
O60499,8677
P08246,1991
P03973,6590
Q13057,80347
Q96CD2,60490
Q8IY31,90410
P11055,4621
O76021,26156
P63261,71
Q5T011,23334
Q93100,5257
Q15572,9013
P20702,3687
Q9NQU5,106821730
Q9NQU5,56924
Q9BXS6,51203
P67812,23478
Q147X3,122830
Q5VZE5,60560
Q9H9C1,63894
Q9H267,26276
Q96B86,56963
Q8N0W4,57502
Q8NHV4,121441
Q6IN85,55671
P30411,624
P01042,3827
Q02252,4329
P31937,11112
P05787,3856
P05783,3875
Q6NWY9,25766
P49756,58517
O43303,9738
Q5JTH9,23223
Q9NW13,55131
P05023,476
P05026,481
O60763,8615
Q14118,1605
P24043,3908
P11532,1756
Q8N5C8,257397
Q7Z6Z7,10075
Q8IYW5,165918
Q9UKV5,267
P09936,7345
Q13191,868
P53675,8218
Q9P0N5,51259
Q5HYA8,91147
P53990,9798
Q92989,10978
Q99437,533
Q9ULV1,8322
Q00604,4693
Q9NPP4,58484
Q96P20,114548
Q9ULZ3,29108
P16389,3737
Q13303,8514
P53667,3984
Q6RFH5,54663
O60884,10294
Q9C0C7,55626
Q9NPA8,56943
P42261,2890
Q12959,1739
Q5TAP6,9724
Q96KB5,55872
Q86UR5,22999
O14795,10497
P55157,4547
Q8TEP8,55125
O15117,2533
Q13454,7991
Q9NZE8,51318
Q96GC5,51642
P46926,10007
Q9Y303,51005
Q14188,7029
O75494,10772
Q9NZV8,3751
Q9HD34,57128
Q16595,2395
Q96FX2,285381
Q8N488,23429
Q06587,6015
Q8N668,150684
P41567,10209
P62937,5478
Q96RP9,85476
Q66LE6,55844
Q9NQX3,10243
P48167,2743
Q92854,10507
O43157,5364
Q14315,2318
Q15532,6760
Q8WUZ0,9274
Q14997,23198
Q9UPN7,22870
Q6P0N0,55320
Q01344,3568
P05113,3567
P11388,7153
P11387,7150
P46976,2992
P0CG13,54921
O75683,6838
Q92750,6875
Q8TBZ3,91833
P36871,5236
P03372,2099
O15533,6892
Q9H7X7,64792
P01374,4049
O00238,658
O75460,2081
Q9H9S3,55176
Q6P5Z2,29941
P15509,1438
P32927,1439
P02771,174
Q5H9R7,55291
P01344,3481
P24592,3489
P52333,3718
P46459,4905
Q92547,11073
P00973,4938
P01275,2641
P43220,2740
P50395,2665
Q16891,10989
O75431,10651
Q6Y7W6,26058
O60573,9470
P23582,4880
P20594,4882
O75923,8291
P56539,859
P13716,210
P08397,3145
Q8NEJ9,25983
P40189,3572
P10826,5915
P21860,2065
Q86W56,670
Q86W56,8505
P09874,142
P41182,604
Q6W2J9,54880
P01303,4852
P25929,4886
Q9Y4P1,23192
O95166,11337
P01189,5443
Q01718,4158
O60907,6907
A8K8P3,9814
Q13177,5062
Q99708,5932
Q86T24,10009
Q8WXG1,91543
P10415,596
O94810,8786
Q16775,3029
Q04760,2739
A0A0A0MS77,3601
P13612,3676
P26010,3695
O96007,4338
Q9NZB8,4337
Q9BS16,64105
Q9H3R5,64946
Q8TE02,23587
P80404,18
P51649,7915
P40818,9101
Q9H4P4,10193
P82979,84324
P32238,886
Q9NRM7,26524
Q13469,4773
Q04917,7533
P10071,2737
P18075,655
Q13253,9241
Q96GX9,51074
Q9UHY7,58478
P19971,1890
P32320,978
Q12968,4775
Q9BY84,80824
Q9UQF2,9479
Q08050,2305
P49795,10287
O14908,10755
Q4LE39,51742
Q9NP73,79868
Q96F25,199857
Q06432,786
Q96BJ8,79767
O75330,3161
Q9Y6Q5,10053
Q9NPJ1,8195
Q658P3,55240
O60238,665
Q07890,6655
Q9Y450,10767
Q96L91,57634
Q96JE7,89866
O60942,8732
Q96G03,55276
Q9HC77,55835
P34897,6472
P34896,6470
Q8IW35,79598
Q13907,3422
P53602,4597
P23468,5789
Q96PX8,114798
Q9Y244,51371
P49589,833
Q9NWZ8,54960
Q68CZ6,79441
P82930,65993
P30550,2925
P07492,2922
P04798,1543
P35869,196
P51460,3640
Q8WXD0,122042
P61960,51569
Q9GZZ9,79876
Q9UNH7,58533
Q6N069,79612
Q9BSU3,84779
Q9UII4,51191
Q08999,5934
O00468,375790
O15146,4593
Q15004,9768
Q9Y5K6,23607
P13498,1535
O60494,8029
P98164,4036
P27352,2694
Q6P582,653784
P01160,4878
P16066,4881
Q5T6J7,414328
Q9BZS1,50943
Q96RJ3,115650
P19784,1459
Q96T21,79048
P57772,60678
Q8WV28,29760
P0DMV8,3303
P0DMV8,3304
P00742,2159
O95140,9927
Q96EL3,116540
Q9H492,84557
P07288,354
P98172,1947
Q13702,5913
P49682,2833
P02778,3627
O43156,9675
Q9NWZ5,54963
Q9NZC2,54209
O43914,7305
Q8NE86,90550
Q9BPX6,10367
Q92674,2491
P00813,100
P55263,132
Q14050,1299
Q9HAB8,79717
P14780,4318
P01033,7076
P46109,1399
P60484,5728
P09913,3433
Q9BSL1,10422
Q5XPI4,63891
O60762,8813
Q9P2X0,54344
O94777,8818
Q6P161,116541
Q9BQC6,78988
Q8WTT2,64318
P07358,732
P07357,731
P54886,5832
P04181,4942
P53539,2354
O60880,4068
P28370,6594
Q12830,2186
Q9Y672,29929
Q9Y673,29880
Q6QNY1,282991
Q96EV8,84062
Q01658,1810
Q14919,10589
O43665,6001
P07359,2811
P16233,5406
P04118,1208
P21709,2041
P50336,5498
Q58WW2,55827
P15260,3459
P01579,3458
O95278,7957
Q6VVB1,378884
Q8TDX7,140609
Q8TD19,91754
P01282,7432
P32241,7433
P41587,7434
Q15726,3814
Q969F8,84634
P49137,9261
Q16539,1432
P08174,1604
P17927,1378
O43776,4677
P20338,5867
Q99814,2034
P07954,2271
P40926,4191
Q96FF9,113130
P37275,6935
P07360,733
P23458,3716
Q9NVU7,55153
P24844,10398
P01137,7040
Q8IUX1,55863
Q9H845,28976
Q92730,27289
P49238,1524
P78423,6376
P68032,70
P30874,6752
P61278,6750
Q9NP97,83658
Q13936,775
P32942,3385
Q8TC59,55124
Q9BXT4,56165
Q8IUQ4,6477
O14576,1780
O75473,8549
O75925,8554
Q9UHC1,27030
P36404,402
Q9GZQ8,81631
Q9Y512,25813
Q9BRQ6,84303
P33151,1003
Q8WXE1,84126
Q9NWT8,54998
O75390,1431
Q96JK2,8816
O75529,27097
Q8WU90,55854
Q9Y295,4733
P60604,7327
O00148,10212
P15382,3753
P51787,3784
Q9H981,93973
Q9BVA1,347733
P41146,4987
Q13519,5368
P01350,2520
Q7Z392,60684
Q8WVT3,51112
Q08752,5481
Q8ND25,84937
Q9NPA0,56851
Q9Y2Z9,51004
Q9NZJ6,51805
P20592,4600
Q8IUE6,317772
Q14623,3549
Q8IYF1,51224
P27930,7850
Q8IU54,282618
Q8IU57,163702
P26951,3563
P08700,3562
Q9H8H0,25926
P10747,940
Q5FBB7,151648
Q99747,8774
P30559,5021
P01178,5020
Q8IXB1,54431
Q96T60,11284
Q8TAE8,90480
Q99807,10229
O75208,57017
Q08289,783
P25025,3579
P10145,3576
P56817,23621
Q02221,1339
Q9NQW8,54714
P19087,2780
Q13112,8208
Q13111,10036
P04183,7083
Q9NNX6,30835
Q9H074,10605
Q9Y6V7,54555
P50281,4323
Q9HBG4,50617
O00418,29904
P61981,7532
Q13216,1161
Q96SW2,51185
Q15650,9325
P42226,6778
P47211,2587
Q9Y6J9,10629
Q3T906,79158
Q9UJJ9,84572
O43915,2277
Q8N4Q1,131474
P55789,2671
Q04864,5966
O75197,4041
P41597,729230
P13500,6347
Q92569,8503
Q9NVP1,8886
P53384,4682
